id_nws, gtype_nws, river, local, lat_cnrfc, lon_cnrfc, gelev_ft_cnrfc, rfc_pnt_type,offname_cnrfc
MVDC1, G, Mojave River              , Mojave River Forks Reservoir,34.3425,-117.235,3134, Reservoir Reservoir,
MJRC1, G, Mojave River              , Afton                       ,35.03722,-116.38333,1398, River Other,
MVHC1, R, Mojave River              , Helendale                   ,34.74361,-117.33167,2428, River Other,
THTC1, G, Mokelumne River           , Benson's Ferry              ,38.25583,-121.43889,16, River Forecast,
CMCC1, G, Mokelumne River           , Lake Camanche               ,38.20361,-120.97222,331, Reservoir Reservoir,
CMPC1, G, Mokelumne River           , Pardee Reservoir            ,38.25694,-120.84972,658, Reservoir Reservoir,
MKJC1, G, Mokelumne River           , San Joaquin River           ,38.10611,-121.57111,0, River Other, Mokeulumne - SJ R       
MKMC1, G, Mokelumne River           , Mokelumne Hill              ,38.3125,-120.72056,616, River Other, Mokelumne - Mklumne Hill
MRWC1, G, Mokelumne River           , Woodbridge                  ,38.15861,-121.30334,51, River Other, Mokelumne - Woodbridge  
MMWA3, R, Montana Wash              , Bullhead City               ,35.09833,-114.54417,1025, River Other,
MKKC1, R, Montecito Creek           , Montecito                   ,34.42861,-119.64167,150, River Other,
MSGC1, G, Mormon Slough             , Bellota                     ,38.05,-121.01417,130, River Forecast,
BELC1, R, Morrison Creek            , Beach Lake                  ,38.43889,-121.49861,10, River Other,
FLNC1, R, Morrison Creek            , Florin Road                 ,38.49833,-121.45167,21, River Other,
MCMC1, R, Morrison Creek            , Mack Road                   ,38.47778,-121.45834,22, River Other,
UMKC1, R, Morrison Creek            , South Watt Avenue           ,38.51806,-121.36945,47, River Other,
MRXC1, R, Morro Creek               , Morro Bay                   ,35.3783,-120.8533,27, River Other,
MDNC1, G, Mud Creek                 , Chico                       ,39.78361,-121.88583,39, River Other,
MUEC1, G, Mud Slough                , Near Gustine                ,37.2625,-120.90556,25, River Other, Mud Slough - Nr Gustine 
MLON2, G, Muddy River               , Overton - Lewis Avenue      ,36.53528,-114.42833,1240, River Other,
MOAN2, G, Muddy River               , Moapa                       ,36.71111,-114.69444,1710, River Other,
MUDN2, G, Muddy River               , Glendale                    ,36.64306,-114.53889,1460, River Other,
MSPN2, G, Muddy Springs             , LDS Farm                    ,36.72167,-114.71472,1770, River Other,
MYNC1, G, Murray Canyon Creek       , Palm Springs                ,33.75278,-116.54444,760, River Other,
MYSC1, G, Murray Creek              , San Andreas                 ,38.21167,-120.675,880, River Other,
MUCC1, G, Murrieta Creek            , Tenaja Road                 ,33.55556,-117.23056,1105, River Other,
MUTC1, G, Murrieta Creek            , Temecula                    ,33.47972,-117.14306,970, River Other,
MWMC1, G, MWCD Parks Creek Diversion, Edgewood                    ,41.45221,-122.46333,3065, River Other,
RNFC1, G, N Fork Cottonwood Creek   , Above Rainbow Lake Near Ono ,40.53583,-122.67472,2800, River Other,
NDVC1, G, N Fork Stanislaus River   , Diversion Dam               ,38.43833,-120.01667,6672, Reservoir Reservoir,
UTIC1, G, N Fork Stanislaus River   , Utica Reservoir             ,38.44056,-120.00222,6777, Reservoir Reservoir,
AVYC1, G, N Fork Stanislaus River   , Avery                       ,38.24389,-120.29,3388, River Other,
NACC1, R, Nacimiento River          , Lake Nacimiento             ,35.75583,-120.89111,825, Reservoir Reservoir,
NASC1, G, Nacimiento River          , Below Nacimiento Dam        ,35.76139,-120.85444,597, River Other,
NBYC1, G, Nacimiento River          , Sapaque                     ,35.78861,-121.09278,800, River Other,
NPCC1, R, Napa Creek                , Napa - Highway 29           ,38.30139,-122.30278,56, River Other,
SHEC1, G, Napa River                , Saint Helena                ,38.51139,-122.45472,195, River Forecast,
APCC1, G, Napa River                , Napa                        ,38.36833,-122.30222,25, River Forecast, Napa - Napa             
DAWC1, R, Napa River                , Dunaweal Lane               ,38.56861,-122.555,322, River Other,
LLNC1, R, Napa River                , Lodi Lane                   ,38.52722,-122.49084,239, River Other,
NAAC1, R, Napa River                , Lincoln Street              ,38.31028,-122.2775,34, River Other,
NBSC1, R, Napa River                , Berry Street                ,38.57945,-122.58195,356, River Other,
NBDC1, R, Napa River                , Brazos Drawbridge           ,38.20917,-122.30667,3, River Other,
NCNC1, R, Napa River                , Downtown Napa               ,38.2975,-122.28278,6, River Other,
NRXC1, R, Napa River                , Yountville Cross Road       ,38.41834,-122.35362,110, River Other,
NRYC1, R, Napa River                , Yountville                  ,38.41833,-122.35361,110, River Other,
YNTC1, R, Napa River                , Mount Veeder Road           ,38.33389,-122.37,360, River Other,
NPCN2, R, Naples Channel            , S Grand Canyon Drive        ,36.10556,-115.30389,2665, River Other,
NSEC1, R, Nathanson Creek           , 2nd Street East             ,38.2925,-122.44945,102, River Other,
NVRC1, G, Navarro River             , Navarro                     ,39.17222,-123.66833,20, River Forecast,
NJBC1, R, NEMDC                     , Jefferson Blvd              ,38.60695,-121.47,28, River Other,
IBCC1, G, New River                 , Calexico                    ,32.66583,-115.50222,-35, River Other,
ZNRC1, G, New River                 , Westmorland                 ,33.03611,-115.66361,-220, River Other,
NMFC1, G, NF of MF American River   , Foresthill                  ,39.02417,-120.7175,1302, River Other,
NBBA3, G, North Boulder Basin       , Buoy - Willow Beach 16NW    ,36.09861,-114.73778,1202, River Other, North Boulder Basin Buoy
DLVN2, G, North Dry Lk Vly          , Mx Well - Pinoche 26WNW     ,38.09195,-114.895,5560, River Other, N Dry Lake Vly - Mx Well
NFAC1, G, North Fork American River , Auburn Dam                  ,38.85167,-121.05833,500, River Other, NF American - Auburn Dam
NFDC1, G, North Fork American River , North Fork Dam              ,38.93611,-121.02278,715, River Other,
BNFC1, G, North Fork Battle Creek   , Manton                      ,40.42445,-121.98695,998, River Other, NF Battle Ck - Manton   
INVC1, G, North Fork Cache Creek    , Indian Valley Reservoir     ,39.08,-122.53361,1502, Reservoir Reservoir,
CKKC1, G, North Fork Cache Creek    , Clearlake Oaks              ,39.08056,-122.53528,1320, River Other,
HOUC1, G, North Fork Cache Creek    , Hough Springs               ,39.16556,-122.61889,1534, River Other,
NCCC1, G, North Fork Cache Creek    , Chalk Mountain              ,39.0695,-122.5843,1175, River Other,
NCUC1, G, North Fork Cache Creek    , Slide                       ,39.07083,-122.54,1440, River Other,
CMKC1, G, North Fork Calaveras River, Mokelumne Hill              ,38.28194,-120.67,920, River Other,
EDOC1, G, North Fork Cosumnes River , El Dorado                   ,38.58889,-120.84389,1004, River Other,
NFEC1, G, North Fork Feather River  , East Branch                 ,40.01111,-121.21694,2300, River Other,
PLGC1, G, North Fork Feather River  , Pulga                       ,39.79417,-121.45083,1306, River Other,
PLLC1, G, North Fork Feather River  , Prattville                  ,40.20917,-121.15694,4520, River Other,
GAAC1, G, North Fork Gualala River  , Above South Fork Gualala R  ,38.79,-123.50833,22, River Other,
DEVN2, G, North Fork Humboldt River , Devils Gate                 ,41.18056,-115.49306,5370, River Other,
DVGN2, G, North Fork Humboldt River , Devils Gate                 ,41.18056,-115.49306,5370, River Other,
NFCC1, G, North Fork Kings River    , Cliff Camp                  ,36.99389,-118.98056,6168, River Other, 
NFKC1, G, North Fork Kings River    , Below Balch Dam             ,36.90278,-119.05,3430, River Other,
NKDC1, G, North Fork Kings River    , Dinkey Creek                ,36.87972,-119.12778,3930, River Other,
NFMC1, R, North Fork Matilija Creek , Ojai                        ,34.4925,-119.30556,1142, River Other,
NMRC1, G, North Fork Mokelumne River, W Walnut Grove Rd           ,38.22333,-121.50723,0, River Other, NF Mokelumne - Wlnut Grv 
NSSC1, G, North Fork Mokelumne River, Below Snodgrass Slough      ,38.22306,-121.58056,9, River Other, NF Mokelumne - Bl Sndgrs
NSBO3, G, North Fork Sprague River  , Above SRIC Canal            ,42.49639,-121.00667,4576, River Other, NF Sprague - Abv SRIC Cn
OVCC1, G, North Fork Squaw Creek    , Olympic Valley              ,39.19889,-120.24111,6227, River Other,
THAC1, G, North Fork Trinity River  , Helena                      ,40.78194,-123.12722,1460, River Other, NF Trinity - Helena     
WLOC1, G, North Fork Willow Creek   , Sugar Pine                  ,37.39778,-119.56528,5200, River Other,
NBBC1, G, North Fork Yuba River     , New Bullards Bar Reservoir  ,39.39278,-121.14028,1965, Reservoir Reservoir,
GYRC1, G, North Fork Yuba River     , Goodyears Bar               ,39.525,-120.93694,2453, River Other,
NHCC1, G, North Honcut Creek        , Highway 70                  ,39.30917,-121.595,74, River Other,
NLMA3, G, North Lake Mohave         , Buoy - Katherine 18N        ,35.46111,-114.66222,644, River Other, North Lake Mohave Buoy  
BFDN2, G, North Truckee Drain       , Near Big Fish Drive         ,39.53139,-119.71472,4394, River Other,
KLPN2, G, North Truckee Drain       , Kleppe Lane - Sparks        ,39.52667,-119.70833,4400, River Other,
NTDN2, G, North Truckee Drain       , Spanish Springs Road        ,39.56889,-119.72556,4410, River Other,
NYSC1, G, North Yuba River          , Above Slate Ck - Strawberry ,39.52472,-121.09056,2000, River Other,
NVAC1, R, Novato Creek              , Novato                      ,38.10722,-122.57917,28, River Other,
NVCC1, G, Novato Creek              , Novato                      ,38.10778,-122.57889,15, River Other,
XNTC1, R, Novato Creek              , Mouth of Creek              ,38.09833,-122.48722,3, River Other,
XRTC1, R, Novato Creek              , Rowland Bridge              ,38.09611,-122.55889,10, River Other,
FTBC1, G, Noyo River                , Fort Bragg                  ,39.42833,-123.73667,12, River Other,
OCVC1, R, Oceanview Channel         , Stonecress Park             ,33.72,-117.93167,43, River Other,
BCIC1, G, Old River                 , Bacon Island                ,37.97194,-121.57111,10, River Other, Old - Bacon Island      
CFNC1, G, Old River                 , Clifton Court Intake        ,37.82806,-121.5525,0, River Other, Old - Clifton Ct Intake 
OADC1, G, Old River                 , DMC Above Dam               ,37.81056,-121.54222,4, River Other, Old - DMC Abv Dam       
OBDC1, G, Old River                 , DMC Below Dam               ,37.81222,-121.54667,4, River Other,
OBIC1, G, Old River                 , Bacon Island                ,37.97,-121.57111,1, River Other, Old - Bacon Is          
OCIC1, G, Old River                 , Coney Island                ,37.84611,-121.53694,5, River Other,
ODMC1, G, Old River                 , Delta Mendota Canal         ,37.81028,-121.54222,10, River Other, Old - Delta Mendota Canl
OHFC1, G, Old River                 , Byron                       ,37.89111,-121.56917,10, River Other, Old - Byron             
OLRC1, G, Old River                 , Tracy                       ,37.805,-121.44889,5, River Other, Old - Tracy             
OMCC1, G, Old River                 , Above Mountain House Creek  ,37.79389,-121.5175,5, River Other, Old - Abv Mtn House Ck  
ORBC1, G, Old River                 , Discovery Bay               ,37.89,-121.57,18, River Other,
ORHC1, G, Old River                 , Head                        ,37.8075,-121.32889,28, River Other,     
ORQC1, G, Old River                 , Quimby Island               ,38.02722,-121.56445,0, River Other, Old - Quimby Is         
ORXC1, G, Old River                 , Above Doughty Cut           ,37.81111,-121.38667,8, River Other, Old - Abv Doughty Cut   
OSJC1, G, Old River                 , Franks Tract                ,38.07111,-121.57889,0, River Other, Old - Franks Tract      
PEUC1, G, Old River                 , Paradise Cut                ,37.80195,-121.41222,0, River Other, Old - Paradise Cut      
TWAC1, G, Old River                 , Tracy Wildlife Association  ,37.80278,-121.4575,0, River Other, Old - Tracy Wldlife Assc
OSPC1, G, O'Neill Lake Spill Channel, Fallbrook                   ,33.32889,-117.32639,110, River Other,
ONEC1, G, O'Neill Lake Tributary    , Fallbrook                   ,33.32778,-117.31778,115, River Other,
OPCN2, G, Ophir Creek               , Steamboat                   ,39.29055,-119.83083,5116, River Other,
OCHN2, R, Orchards Detention Basin  , Hollywood Regional Park     ,36.1525,-115.01917,1850, River Other,
OCKC1, G, Orcutt Creek              , Orcutt                      ,34.88361,-120.49389,160, River Other,
LOCC1, G, Oregon Creek              , Below Log Cabin Dam         ,39.43944,-121.05806,1913, River Other,
OREC1, G, Orestimba Creek           , Newman                      ,37.31556,-121.12417,216, River Other,
ORSC1, G, Orestimba Creek           , River Road                  ,37.41361,-121.015,90, River Other, Orestimba Ck - River Rd 
OLKC1, G, Otay River                , Lower Otay Lake             ,32.60972,-116.92639,490, Reservoir Reservoir,
LOTC1, R, Otay River                , Lower Otay Reservoir        ,32.60917,-116.93194,491, Reservoir Reservoir,
OWCC1, G, Owens Creek               , Owens Reservoir             ,37.31528,-120.18694,385, Reservoir Reservoir,
OWDC1, G, Owens Creek               , Below Owens Dam - Planada   ,37.3075,-120.19389,357, River Other,
WDHN2, G, Owyhee River              , Wildhorse Reservoir         ,41.6875,-115.84361,6205, Reservoir Reservoir,
OGCN2, G, Owyhee River              , Gold Creek                  ,41.68889,-115.84389,6119, River Other,
OMCN2, G, Owyhee River              , Mountain City               ,41.86056,-115.98833,5560, River Other,
ROMO3, G, Owyhee River              , Rome                        ,42.86639,-117.66444,3361, River Other, Owyhee - Rome           
NVPC1, R, Pacheco / San Jose Creeks , Novato                      ,38.07056,-122.52778,3, River Other,
PHOC1, G, Pacheco Creek             , Dunneville                  ,36.98,-121.37917,233, River Other,
PCZC1, R, Pacoima Diversion Channel , Bradford Street             ,34.23526,-118.42133,826, River Other,
LPMC1, G, Pacoima Wash              , Lake Lopez                  ,34.30361,-118.40889,1300, Reservoir Reservoir, 
PDIC1, R, Pacoima Wash              , Pacoima Reservoir           ,34.33,-118.39972,1950, Reservoir Reservoir,
AROC1, G, Pajaro River              , Chittenden                  ,36.90028,-121.59667,82, River Forecast,
PAJC1, G, Pajaro River              , Watsonville                 ,36.90556,-121.75195,24, River Other,
PKKC1, R, Pala Creek                , Pala                        ,33.38389,-117.08556,443, River Other,
PVHC1, R, Pallet Creek              , Valyermo Highway            ,34.46057,-117.86511,3547, River Other,
PCNC1, G, Palm Canyon Creek         , Palm Springs 5S             ,33.745,-116.53472,700, River Other,
PMYC1, G, Palm Canyon Wash          , Cathedral City              ,33.79639,-116.48,330, River Other,
PMVC1, R, Palm Valley Channel       , Palm Desert                 ,33.71417,-116.39944,335, River Other,
PNEC1, G, Panoche Creek             , Interstate 5                ,36.6525,-120.63111,450, River Other,
PDCC1, R, Paradise Creek            , Southern Boundary           ,33.24389,-116.95889,950, River Other,
PCUC1, G, Paradise Cut              , Above Old River             ,37.80195,-121.41222,26, River Other, Paradise Cut - Abv Old R
ULNC1, R, Paulin Creek              , Chanate Rd Below Piner Rsvr ,38.46778,-122.7125,200, River Other,
ECNC1, R, Pauma Creek               , Elephant Canyon             ,33.33917,-116.97528,1450, River Other,
PAUC1, R, Pauma Creek               , Pauma Reservation Road      ,33.33667,-116.97417,1260, River Other,
PHGC1, G, Pechanga Creek            , Temecula                    ,33.46833,-117.12778,1010, River Other,
PESN2, G, Pederson East Spring      , Moapa                       ,36.70944,-114.71556,1800, River Other,
PSGN2, G, Pederson Spring           , Moapa                       ,36.70972,-114.715,1800, River Other,
NEQC1, G, Penasquitos Creek         , NE Los Penasquitos Lagoon   ,32.92917,-117.24611,0, River Other, Penasquitos Ck - NE LPL 
NPQC1, G, Penasquitos Creek         , SW Los Penasquitos Lagoon   ,32.92917,-117.25694,0, River Other, Penasquitos Ck - SW LPL 
SEQC1, G, Penasquitos Creek         , SE Los Penasquitos Lagoon   ,32.925,-117.24889,0, River Other, Penasquitos Ck - SE LPL 
TRQC1, G, Penasquitos Creek         , SW Los Penasquitos Lagoon   ,32.93389,-117.25694,0, River Other, Penasquitos Ck - SW LPL 
PZCC1, G, Perazzo Creek             , Soda Springs                ,39.45472,-120.39111,6779, River Other,
WPJN2, G, Perk/Joggles Slough       , Above Confluence Walker R   ,39.14583,-119.10611,4290, River Other,
PMBC1, R, Permanente Creek          , Berry Avenue                ,37.36139,-122.08695,195, River Other,
PMEC1, R, Permanente Creek          , Rancho San Antonio          ,37.33194,-122.09833,388, River Other,
PRIC1, G, Perris Valley Storm Drain , Perris - Nuevo Road         ,33.80111,-117.20528,1410, River Other,
PECC1, G, Pescadero Creek           , Pescadero                   ,37.26083,-122.32777,62, River Other,
PBEC1, R, Petaluma River            , Shollenberger Park          ,38.22306,-122.60528,15, River Other,
PCRC1, R, Petaluma River            , Corona Road                 ,38.26167,-122.66056,27, River Other,
PMAC1, G, Petaluma River            , Petaluma                    ,38.23833,-122.63667,10, River Other,
PTBC1, R, Petaluma River            , D Street Bridge             ,38.23306,-122.635,15, River Other,
PTKC1, R, Petaluma River            , Twin Bridges                ,38.26805,-122.67111,40, River Other,
PYSC1, R, Petaluma River            , Petaluma - Payran Street    ,38.24583,-122.63834,15, River Other,
PHCN2, G, Pete Hanson Creek         , Above Henderson Creek       ,39.89028,-116.37833,6914, River Other,
PTSC1, R, Peters Canyon Wash        , Irvine                      ,33.69444,-117.82111,25, River Other,
PILC1, G, Pilarcitos Creek          , Pilarcitos Lake             ,37.54889,-122.42111,700, Reservoir Reservoir,
HMNC1, G, Pilarcitos Creek          , Half Moon Bay               ,37.46667,-122.43306,32, River Other,
HMOC1, G, Pilarcitos Creek          , Below Stone Dam             ,37.52472,-122.39833,560, River Other, Pilarcitos Ck - Stone Dm
PCKN2, G, Pine Creek                , Modarelli Mine Rd - Beowawe ,40.38083,-116.12528,5002, River Other,
PCON2, G, Pine Wash                 , Pine Canyon Dam - Caliente  ,37.47778,-114.30667,5680, Reservoir Reservoir,
PNHC1, R, Piner Creek               , Hopper Avenue               ,38.47972,-122.74084,139, River Other,
PNJC1, R, Pinole Creek              , San Pablo Avenue            ,38.00583,-122.28917,10, River Other,
PIBN2, R, Pioneer                   , Detention Basin             ,36.04389,-115.02111,1800, River Other,
PNFC1, G, Pioneer Ditch             , Porterville                 ,36.05972,-118.92389,549, River Other,
SFAC1, R, Piru Creek                , Santa Felicia Dam           ,34.46444,-118.74917,1078, Reservoir Reservoir,
PCPC1, G, Piru Creek                , Above Lake Piru             ,34.52306,-118.75611,1059, River Other,
PFFC1, G, Piru Creek                , Frenchmans Flat             ,34.63056,-118.7475,2100, River Other,
PICC1, G, Piru Creek                , Above Pyramid Lake          ,34.665,-118.805,2600, River Other,
PSFC1, G, Piru Creek                , Below Santa Felicia Dam     ,34.46028,-118.75111,859, River Other, Piru Ck - Blo Santa Feli
PYMC1, G, Piru Creek                , Pyramid Lake                ,34.64472,-118.76305,2578, Reservoir Reservoir,
CNBC1, G, Pit River                 , Canby                       ,41.40611,-120.92667,4266, River Forecast,
MVLC1, G, Pit River                 , Muck Valley Diversion       ,41.01528,-121.15361,4120, River Other,
PITC1, G, Pit River                 , Montgomery Creek            ,40.84389,-122.00139,1000, River Other, Pit - Montgomery Ck     
PTRC1, G, Pit River                 , Fall River Mills            ,40.98333,-121.51083,2880, River Other,
PPCN2, R, Pittman - Pecos Channel   , Interstate 215              ,36.01583,-115.11639,2183, River Other,
PDBN2, R, Pittman East              , Detention Basin             ,35.96861,-115.12917,2500, River Other,
PPDN2, R, Pittman Park              , Detention Basin             ,36.04861,-115.05194,1970, River Other,
PRCN2, R, Pittman Railroad Channel  , Interstate 515              ,36.02833,-115.00361,1841, River Other,
PITN2, R, Pittman Wash              , Wigwam Avenue               ,36.03444,-115.10889,2100, River Other,
PWSN2, R, Pittman Wash              , Stephanie Street            ,36.07583,-115.04639,1700, River Other,
PCTC1, R, Placentia Basin           , Placentia                   ,33.85833,-117.88333,190, River Other,
CKAC1, R, Pleasant Grove Creek      , Crocker Ranch Road          ,38.79861,-121.34666,79, River Other,
PGIC1, R, Pleasant Grove Creek      , Industrial Blvd             ,38.80528,-121.30722,105, River Other,
PGKC1, G, Plunge Creek              , East Highlands              ,34.11833,-117.14083,1590, River Other,
PBRC1, R, Pope Creek                , Lake Berryessa              ,38.63,-122.33222,500, River Other,
PTCC1, R, Potter Creek              , Stockton                    ,38.01722,-121.03833,107, River Other,
PREN2, G, Preston Big Spring        , Preston                     ,38.92722,-115.08194,5700, River Other,
PSRC1, G, Prosser Creek             , Prosser Creek Reservoir     ,39.37944,-120.13667,5630, Reservoir Reservoir,
PROC1, G, Prosser Creek             , Below Prosser Dam           ,39.37333,-120.13056,5602, River Other,
PSJB1, R, Puente San Jose           , Hwy 2 and 2D Interchange    ,32.56278,-116.57778,2106, River Other,
PWDN2, R, Pulsipher Wash            , Detention Basin             ,36.81778,-114.11444,1599, River Other,
LBEC1, G, Putah Creek               , Lake Berryessa              ,38.513,-122.104,455, Reservoir Reservoir,
PCGC1, G, Putah Creek               , Guenoc                      ,38.77889,-122.51639,914, River Other,
PMWC1, G, Putah Creek               , Below Dry Ck - Middletown   ,38.75972,-122.61528,1080, River Other,
PUCC1, G, Putah Creek               , Winters                     ,38.51528,-122.08083,161, River Other,
QRMA3, R, Quail Run North Basin     , Mohave Valley               ,34.87278,-114.58195,466, River Other,
QNRN2, G, Quinn River               , McDermitt                   ,41.97389,-117.59556,4694, River Other,
RDBN2, R, R-4                       , Detention Basin             ,36.11278,-115.35361,3054, River Other,
RCHN2, R, R-4 Channel               , Town Center Drive           ,36.12056,-115.33167,2881, River Other,
RNKC1, G, Rainbow Creek             , Fallbrook                   ,33.4075,-117.2,540, River Other,
RSGN2, G, Rainbow Spring            , Mountain Springs            ,36.0525,-115.50889,5604, River Other,
RHON2, R, Rancho                    , Detention Basin             ,36.26722,-115.26111,2500, River Other,
RWDN2, R, Range Wash                , Confluence Detention Basin  ,36.21111,-115.04278,1810, River Other,
RMDC1, R, Raymond Basin             , Anaheim                     ,33.84778,-117.90861,165, River Other,
RECC1, R, Reche Canyon Channel      , East Washington Street      ,34.04917,-117.28889,1021, River Other,
RDSC1, G, Reclamation Ditch         , Salinas                     ,36.705,-121.70389,16, River Other,
RCYN2, G, Red Canyon Creek          , Wellington 7NNW             ,38.84833,-119.43389,5420, River Other,
RRDN2, R, Red Rock                  , Detention Basin             ,36.1525,-115.35472,3260, River Other,
ORIC1, G, Redwood Creek             , Orick                       ,41.29944,-124.05,5, River Forecast,
BLKC1, G, Redwood Creek             , Blue Lake                   ,40.90722,-123.81472,880, River Other,
NAFC1, R, Redwood Creek             , Napa - Forest Drive         ,38.31472,-122.33278,46, River Other,
RVSC1, R, Revlon Slough             , Laguna Road                 ,34.17583,-119.09917,28, River Other,
RIAC1, R, Rialto Channel            , West Slover Avenue          ,34.06222,-117.36806,1018, River Other,
RIAB1, R, Rio Alamar                , Toll Bridge                 ,32.54222,-116.85694,150, River Other,
PKPC1, R, Rio Hondo                 , Peck Pit Reservoir          ,34.09778,-118.02083,310, Reservoir Reservoir,
IERC1, R, Rio Hondo                 , Whittier Narrows Dam        ,34.02056,-118.08194,200, Reservoir Reservoir,
WNSC1, G, Rio Hondo                 , Whittier Narrows            ,34.02056,-118.05278,200, Reservoir Reservoir,
RHCC1, G, Rio Hondo                 , Below Wittier Narrows Dam   ,34.01667,-118.0875,180, River Other,
RHDC1, R, Rio Hondo                 , Beverly Blvd                ,34.01667,-118.0875,180, River Other,
RHFC1, G, Rio Hondo                 , Above Wittier Narrows Dam   ,34.05833,-118.07083,220, River Other,
RHGC1, R, Rio Hondo                 , Garvey Avenue               ,34.05722,-118.07139,220, River Other,
RHSC1, G, Rio Hondo                 , Stewart and Gray Road       ,33.94584,-118.16306,90, River Other, 
RHZC1, R, Rio Hondo                 , Zone 1 Ditch                ,34.02722,-118.05861,202, River Other,
RITC1, R, Ritchey Creek             , Bothe State Park            ,38.55167,-122.52084,360, River Other,
RCKN2, G, Roberts Creek             , Eureka                      ,39.78972,-116.30083,6760, River Other,
RBNC1, G, Robinson Creek            , Twin Lakes Outlet           ,38.17222,-119.32361,7050, River Other,
RBAC1, R, Robla Creek               , Rio Linda                   ,38.66861,-121.44667,35, River Other,
RCFC1, G, Rock Creek                , Below Farmington Dam        ,37.91833,-120.95972,105, River Other, 
ROCN2, G, Rock Creek                , Battle Mountain             ,40.825,-116.58333,4670, River Other,
RSLC1, G, Rock Slough               , Knightsen                   ,37.97611,-121.635,10, River Other, Rock Slough - Knightsen 
RBBC1, G, Rockbound Tunnel          , Rubicon Reservoir           ,38.98778,-120.22472,6533, Reservoir Reservoir,
RSPN2, G, Rogers Spring             , Overton Beach               ,36.37667,-114.4425,1560, River Other,
RSCC1, R, Ross Creek                , Campbell - Cherry Avenue    ,37.26361,-121.88389,171, River Other,
HLLC1, G, Rubicon River             , Hell Hole Reservoir         ,39.07167,-120.42167,5240, Reservoir Reservoir,
RBBC1, G, Rubicon River             , Rockbound Lake              ,38.98778,-120.22472,6533, Reservoir Reservoir,
RBOC1, R, Rubio Wash                , Rosemead                    ,34.07417,-118.07639,280, River Other,
RCLC1, G, Rush Creek                , Lewiston                    ,40.72472,-122.83361,1700, River Other, Rush Ck - Lewiston      
HOPC1, G, Russian River             , Hopland                     ,39.02667,-123.12944,498, River Forecast, Russian - Hopland       
HEAC1, G, Russian River             , Healdsburg                  ,38.61333,-122.83528,77, River Forecast,
GUEC1, G, Russian River             , Guerneville                 ,38.49944,-122.99722,30, River Forecast,
YTPC1, G, Russian River             , Lake Mendocino              ,39.19806,-123.18056,784, Reservoir Reservoir,
CDLC1, G, Russian River             , Cloverdale                  ,38.87944,-123.0525,350, River Other, Russian - Cloverdale    
GEYC1, G, Russian River             , Geyserville                 ,38.71111,-122.89222,190, River Other,
HPWC1, G, Russian River             , Hopland 4N                  ,39.02667,-123.12945,498, River Other, Russian - Hopland 4N    
JIMC1, G, Russian River             , Jimtown                     ,38.65833,-122.82833,150, River Other, Russian - Jimtown        
RIOC1, G, Russian River             , Hacienda Bridge             ,38.50861,-122.92667,20, River Other, Russian - Hacienda Brdg 
RRHC1, G, Russian River             , Diggers Bend                ,38.63306,-122.85445,115, River Other, Russian - Diggers Bend  
RROC1, G, Russian River             , Highway 1 Bridge            ,38.43389,-123.10083,10, River Other,
TLMC1, G, Russian River             , Talmage                     ,39.11306,-123.18195,560, River Other,
UKAC1, G, Russian River             , Ukiah 3NNE                  ,39.19556,-123.19389,599, River Other,
WDSC1, G, Russian River             , Windsor                     ,38.51584,-122.86361,75, River Other, Russian - Windsor       
PGSC1, R, S Branch Pleasant Grove Ck, Diamond Oaks                ,38.76944,-121.30028,117, River Other,
WOBC1, R, S Branch Pleasant Grove Ck, Woodcreek Oaks Boulevard    ,38.78667,-121.33056,94, River Other,
WOGC1, R, S Branch Pleasant Grove Ck, Woodcreek Oaks Golf Course  ,38.77694,-121.3225,109, River Other,
WWUC1, G, S Fork Whitewater River   , Above Diversion Near Banning,34.06222,-116.81889,7125, River Other,
MUGC1, G, Sackleford Creek          , Mugginsville                ,41.62472,-122.96417,2710, River Other,
BDBC1, G, Sacramento River          , Bend Bridge                 ,40.28861,-122.18556,286, River Forecast, Sacramento - Bend Bridge
RDBC1, G, Sacramento River          , Red Bluff                   ,40.15389,-122.20083,231, River Forecast, Sacramento - Red Bluff  
TEHC1, G, Sacramento River          , Tehama Bridge               ,40.02889,-122.11722,213, River Forecast,
VWBC1, G, Sacramento River          , Vina Woodson Bridge         ,39.90889,-122.09111,185, River Forecast,
HAMC1, G, Sacramento River          , Hamilton City               ,39.75139,-121.99722,125, River Forecast,
ORFC1, G, Sacramento River          , Ord Ferry                   ,39.62778,-121.99139,115, River Forecast,
BTCC1, G, Sacramento River          , Butte City                  ,39.45778,-121.99306,99, River Forecast,
CLSC1, G, Sacramento River          , Moulton Weir                ,39.33833,-122.02167,76, River Forecast,
CLAC1, G, Sacramento River          , Colusa Weir                 ,39.23667,-121.99361,62, River Forecast, Sacramento - Colusa Weir
CLUC1, G, Sacramento River          , Colusa Bridge               ,39.21417,-121.99917,70, River Forecast,
TISC1, G, Sacramento River          , Tisdale Weir                ,39.02667,-121.82111,45, River Forecast,
FMWC1, G, Sacramento River          , Fremont Weir                ,38.76694,-121.66694,40, River Forecast,
VONC1, G, Sacramento River          , Verona                      ,38.78083,-121.60333,43, River Forecast, Sacramento - Verona     
SACC1, G, Sacramento River          , Sacramento - I Street       ,38.58886,-121.50528,27, River Forecast,
